Prenom,Note,Pays,Titre,Positif,Négatif,Date séjour,Date commentaire,hotel
Cathy,10.0,France,Exceptionnel,Proximité Disney Piscine superbe,,Avril 2022,Commentaire envoyé le 22 avril 2022,davyCrockettRanch
Carlyne,10.0,France,Exceptionnel,"la propreté , les lits confortables et le camping est très sympa je conseil fortement 😉",,Avril 2022,Commentaire envoyé le 18 avril 2022,davyCrockettRanch
David,5.0,Belgique,un peu cher pour le confort et les services offert,"L’emplacement par rapport au parc Disney, la piscine, le restaurant à volonté, l’abondance du petit déjeuner","le confort des « bungalows », les équipements vétustes, l’obligation d’aller au shop chercher un « kit de nettoyage gratuit » > autant le déposer directement dans les bungalows….",Avril 2022,Commentaire envoyé le 16 avril 2022,davyCrockettRanch
Sandra,6.0,France,heureusement une seule nuit,"l idée, bungalow en forêt 🌳  notre indépendance si on le souhaite","le lit !!!! l’enfer, la nuit la plus longue de toute ma vie !! a peine couché on ose pas bouger tellement le lit bouge ! et alors les grincements je vous raconte pas !!!",Avril 2022,Commentaire envoyé le 15 avril 2022,davyCrockettRanch
Sébastien,4.0,Belgique,Décevant,Facile d’accès  Prix,Lit dur Propreté,Avril 2022,Commentaire envoyé le 12 avril 2022,davyCrockettRanch
Cindy,6.0,Belgique,"Beau cadre, personnel accueillant et chaleureux mais propreté à revoir!","Beau cadre, au cœur de la nature, avec vue sur les fleurs des sous-bois, nous nous sommes réveillés avec le doux chant des oiseaux. Le personnel était accueillant et bienveillant.","Il faisait très froid à notre arrivée dans le bungalow et nous avons eu beaucoup de mal à faire fonctionner les radiateurs électriques. La vaisselle n’était pas rangée, des papiers trainaient. De plus, la salle-de-bain de la chambre double était sale et n’avait pas été nettoyée.",Avril 2022,Commentaire envoyé le 12 avril 2022,davyCrockettRanch
Patricia,10.0,France,Exceptionnel,Tout,Rien tout était parfait,Avril 2022,Commentaire envoyé le 11 avril 2022,davyCrockettRanch
Marine,4.0,France,"Très déçu, Faible rapport qualité/prix","la piscine, le cours de tennis, le calme de l’environnement.","2 bungalows de réservés, mais seulement 1/2 de prêt à 16h et celui ne l’était finalement pas (lits défaits, fiante oiseau sur la porte d’entrée, terrasse en bois cassante). le prix du séjour n’est pas à la hauteur de la prestation. A 285€ la nuit pour 1 bungalow, on s’attend à un standing et une organisation nettement supérieurs.",Avril 2022,Commentaire envoyé le 5 avril 2022,davyCrockettRanch
Annick,10.0,France,Week-end très agréable,"Le confort et  l'emplacement du chalet, la piscine,  le côté pratique du fait d'avoir accès facilement à tout","L'éclairage à l'intérieur de la salle principale,  un peu faible",Avril 2022,Commentaire envoyé le 3 avril 2022,davyCrockettRanch
Gilles,10.0,France,Exceptionnel,"La piscine , la literie +++++",Rien,Novembre 2021,Commentaire envoyé le 14 décembre 2021,davyCrockettRanch
Raphael,10.0,France,Une belle coupure au calme et au vert !!,Piscine au top Mobil home au calme Personnel sympathique,Repas au restaurant convenable mais cher pour la qualité,Octobre 2021,Commentaire envoyé le 7 décembre 2021,davyCrockettRanch
Sonia,10.0,France,Exceptionnel,Tt et nikel 2eme fois que ji vais tellement bien et piscine ainsi que personnel tres sympathique tres propre dommage quil ferme de novembre a mars,,Novembre 2021,Commentaire envoyé le 13 novembre 2021,davyCrockettRanch
Wax,10.0,France,Une nuit dans la nature,"Nous avons passée un séjour magique au davy crockett ranch. Je remercie l'équipe qui  a résolu notre problème. Nous avons eux 2   bungalow pour le même prix, vu que le bungalow PMR est uniquement avec 1 chambres double et un lit superposés pour enfants mais vu qu'on était 4 adultes sa coller pas. Vous trouverez tous ce que vous avez besoin pour cuisiner et petits déjeuner le lendemain matin.  Le calme et la nature sont au rendez-vous.   Une nuit au davy crockett permet de se  dépaysé.",,Octobre 2021,Commentaire envoyé le 8 novembre 2021,davyCrockettRanch
Brouillet,6.0,France,Agréable,"Le cadre est toujours aussi sympathique : en pleine nature, avec des logements individuels, on se sent très rapidement chez soi.","La literie est vieillissante, inconfortable (matelas tout mou), et le sommier grince au moindre mouvement ...",Novembre 2021,Commentaire envoyé le 5 novembre 2021,davyCrockettRanch
Sonia,5.0,France,Belles décoration extérieures,L'ambiance Disney ranch  a l'aceuill était très sympa,La propreté n'était pas au rdv niveau qualité prix bien en dessous de ce que j'imaginais ça ne vaut pas le prix  Le bungalow était d'un niveau camping 2 étoiles,Octobre 2021,Commentaire envoyé le 31 octobre 2021,davyCrockettRanch
Jennifer,10.0,France,Exceptionnel,"Bungalow propre et fonctionnel, la piscine au top.",L’emplacement beaucoup trop loin du petit village.,Octobre 2021,Commentaire envoyé le 30 octobre 2021,davyCrockettRanch
Christelle,10.0,France,Exceptionnel,"Personnel extrêmement bienveillant et sympathique. Cadre magnifique, logement très propre et très bien équipé. Je n’ai pas pour habitude de commenter mais là, je recommande vivement.",,Octobre 2021,Commentaire envoyé le 29 octobre 2021,davyCrockettRanch
Lna078,10.0,France,Super,"On est en pleine forêt donc c'est possible de retrouver des petites bestioles dans l'habitat. Pensez à prendre un sèche cheveux car en temps de COVID dans les vestiaires ils sont hors services, et il n'y en avait pas dans le bungalow.",La tranquillité La piscine Le bungalow et son espace La petite boutique pour les courses. Le personnel et son accueil,Octobre 2021,Commentaire envoyé le 20 octobre 2021,davyCrockettRanch
Sonia,10.0,France,Exceptionnel,Tt aimer bungalow tres propre personneo tres gentil rapport qualite prix tres bien je recommande et je vais y retournee tres rapidement,,Octobre 2021,Commentaire envoyé le 19 octobre 2021,davyCrockettRanch
Jessica,10.0,France,séjour disney,beaucoup de place piscine etc magnifique,les lits qui bouge pas trop confortable  2 peignoir dans la chambre alors qu’on est 6 c’est pas top,Octobre 2021,Commentaire envoyé le 17 octobre 2021,davyCrockettRanch
Laurence,10.0,Belgique,Exceptionnel,Toutefois,,Octobre 2021,Commentaire envoyé le 12 octobre 2021,davyCrockettRanch
Noémie,10.0,France,Génial !,La piscine est magnifique. Le Bungalow est genial a partager en famille ou en couple. Calme,Dommage que les jacuzzis ne fonctionnait pas mais cela est dû au Covid,Octobre 2021,Commentaire envoyé le 5 octobre 2021,davyCrockettRanch
Patricia,10.0,France,Exceptionnel,"Très reposant et verdoyant, ça fait du bien. Les horaires aussi très agréable la piscine après une journée Disney. Le saloon fait également un bien fou.","Quand on vient pour une nuit , un petit kit vaisselle serai le bienvenu. Dommage qu’on apprenne après qu’en réservant un séjour là bas on a le droit à une carte pour le parking Disney. Il vaut mieux arriver la veille et faire Disney le lendemain. Nous avons fait l’inverse et donc pas bénéficier du parking. Dommage",Octobre 2021,Commentaire envoyé le 1 octobre 2021,davyCrockettRanch
Timothé,10.0,France,Exceptionnel,le cadre la nature la piscine parfait,dommage qu’il n’y est pas de navette entre l’hôtel et les parcs Disney,Septembre 2021,Commentaire envoyé le 26 septembre 2021,davyCrockettRanch
Nath,10.0,France,Super sejour,"Tout le reste, super chalet, grand et confortable et piscine au top Le cadre était beau et agréable",Pour manger il nous manquait des petites cuillères dans le chalet,Septembre 2021,Commentaire envoyé le 22 septembre 2021,davyCrockettRanch
Emmanuelle,6.0,France,Séjour septembre,L accueil La piscine Le site,La propreté du mobil home Très sale sous les lits et un lave vaisselle qui fonctionne mal,Septembre 2021,Commentaire envoyé le 12 septembre 2021,davyCrockettRanch
Marie,6.0,France,Agréable,"La piscine. Parfaite pour les enfants (cependant pas vraiment chauffée en matinée)  La climatisation. Le lave vaisselle. Les 2 salles de bains et toilettes. La distance entre bungalow. Nous étions séparés par des arbres, ce qui atténue fortement le bruit (nous fêtions un anniversaire et nous avions peur de déranger nos voisins, mais finalement ils n'ont rien entendu malgré le cohue).","La propreté du bungalow: la salle de bain laisse à désirer. Poussières, cheveux et toile d'araignée. Je pense que les agents d'entretien ne font que de changer les draps des lits et changer les poubelles. La literie non confortable (ps: si vous avez demandé le lit d'appoint pour bébé, les draps ne sont pas installés car lit plié sur le côté, demandez les à la réception).  Le manque d'éclairage du bungalow. Pas assez de lumière à mon goût.  Énormément de moustiques: faut pas non plus être étonné, on est en pleine forêt. Le kit de nettoyage donné à la boutique de l'hôtel n'est pas complète. Munissez vous de liquide vaisselle si vous utilisez l'équipement de cuisine ou le barbecue car la grille n'est pas nettoyée par l'ancien utilisateur. L'utilisation du barbecue: il faut acheter le charbon à la boutique de l'hôtel (d'ailleurs avant notre séjour, nous voulions justement savoir s'il fallait se munir de charbon ou si le barbecue était électrique, mais l'hôtel est injoignable ! Le numéro donné sur internet, personne n'y répond ! Et par mail personne ne répond non plus..). De plus, qui dit Barbecue, dit ustensiles et allume-feu qui ne sont pas fournis en cuisine (encore une fois à acheter en boutique).",Septembre 2021,Commentaire envoyé le 4 septembre 2021,davyCrockettRanch
Florie,10.0,Belgique,Parfait.,Tout.,"Ce serait bien de moderniser, avec une machine à expresso à la place ou en plus du percolateur. Un four serait aussi le bienvenu ainsi que des torchons de vaisselle.",Août 2021,Commentaire envoyé le 2 septembre 2021,davyCrockettRanch
Thomas,5.0,France,"séjour d'une nuit, il en faudrait pas plus, sauf surement avec une gamme superieur s'il y a !","le calme etait top l'epace de vie suffisamment grand pour nous 4, à plus ca deviendrait compliqué je pense stationnement devant le bungalow , c'est génial","1) le plancher pourri au niveau de la douche,  2) des vis de fixation était apparente voir dangereuse dans la salle de bain,  3) le four était micro onde alors que sur le prospectus était noté four et non pas four-micro-onde 4) les luminaire dans la grande chambre ne sont pas fixés",Août 2021,Commentaire envoyé le 2 septembre 2021,davyCrockettRanch
B,10.0,France,Exceptionnel,Personnel souriant à l'écoute,Rien,Août 2021,Commentaire envoyé le 31 août 2021,davyCrockettRanch
Bardon,4.0,France,Décevant,,A notre arrivée à la piscine le personnel nous annonce que le toboggan ne fonctionne pas ni même la cascade  alors que rien n’est stipulé sur le site  Dans le logement les portes coulissantes ne ferment pas et là plainte tombe toile d’araignée dans la douche,Août 2021,Commentaire envoyé le 25 août 2021,davyCrockettRanch
Cindy,6.0,Belgique,Un beau cadre et un prix raisonnable,"Nous avons aimé le cadre, le calme, les extérieurs, le village western et son ambiance et le prix attractif.","Nous avons été déçus par la vaisselle sale et l’absence de kit pour la nettoyer, la salle-de-bains fort étroite. (+ les serveurs du restaurant incompétents).",Juillet 2021,Commentaire envoyé le 23 août 2021,davyCrockettRanch
Michel,5.0,France,Besoin d’un trés gros rafraîchissement,Tranquillité piscine,Mobile home vieux passer à travers la terrasse le dernier jour ait eu beaucoup de chance … Fourmis dans salle de bain Canap d’un autre temps… odeur,Juillet 2021,Commentaire envoyé le 23 août 2021,davyCrockettRanch
Saint-mard,10.0,France,Disney en toute liberté,"Le calme, la verdure, le bungalow, les infrastructures ( piscine, salle de jeux…) Tout est mis en œuvre pour apporter quiétude et sérénité après le tumulte des parcs .",,Août 2021,Commentaire envoyé le 19 août 2021,davyCrockettRanch
Barusta,6.0,France,Agréable,"Pour le reste tout était très bien. La situation, le site, le cadre, le tarif par rapport au autres hôtel disney que l'on a l'habitude de faire. Nous referons ce type de séjour en période de vacances d'été. Bungalow en forêt, avec deux salles de bain, six couchages, barbecue, parking devant le logement. Pour les questions d'organisation, c'est magnifique pour passer de bon moments entre l'hôtel et le parc.","Pas assez renseigné à la réception à notre arrivé, sur les services et le site de l'hôtel.  Bungalow pas assez nettoyé . Nous avons tout nettoyer à nouveau extérieur, sol, chambre, wc salle de bain, salon, cuisine et vaisselle. Surtout en période de pandémie le minimum est de nettoyer toutes traces des précédents résidents.",Août 2021,Commentaire envoyé le 17 août 2021,davyCrockettRanch
Florélie,1.0,France,A FUIR,N’y allez surtout pas !,"300€ la nuit pour un bungalow digne d’un camping sans étoile, sale, des cheveux partout, le ménage n’est pas fait, les draps des locataires précédents étaient encore devant le bungalow, le barbecue était encore plein des détritus des anciens, mauvaise odeur dans le bungalow et surtout une literie atroce !  Les matelas ont l’air d avoir 20 ans, ils sont à ressorts et les ressorts nous rentraient dans le dos toute la nuit. C’est inadmissible de proposer un tel tarif pour des prestations aussi déplorables ! Je ne vais certainement pas en rester là",Août 2021,Commentaire envoyé le 15 août 2021,davyCrockettRanch
Nico,1.0,France,Non recommandable,Rien,"Nous sommes venus dans cet établissement pour la piscine et en arrivant on nous informe que la piscine est fermé cause problème technique. Que dire à nos enfants en bas âge ???? Aucun geste commercial, très mauvaise expérience.",Août 2021,Commentaire envoyé le 13 août 2021,davyCrockettRanch
Stephen,5.0,France,déçu,Les lits été confortable et la piscine très agréable.,J'ai été déçu du bungalow pour le prix que j'ai payer. Celui ci était sale et rustique. C'est plutôt un camping qu'un hôtel je ne reviendrais pas.,Août 2021,Commentaire envoyé le 12 août 2021,davyCrockettRanch
Kadoum,2.0,France,Bel endroit mais dommage que rien n'est entretenu.,L'emplacement était correct. La distance entre le bungalow et le parc Disney était correcte.,"La poubelle n'était pas vidée à notre arrivée.  Le frigo n'était pas nettoyé. La chasse d'eau ne fonctionnait pas. Pas de bols poir le petit déjeuner.  Vaisselle minimaliste. Le lit double était tellement bancal et bougeait tellement que mon mari (qui pèse 110kg) et moi (65 kg) aviond peur qu'il se casse sous notre poids, et avons préféré rassembler tous les petits lits et dormir avec les enfants (bonjour l'intimité) Et pour finir, la piscine était fermée pour raison technique le dimanche alors que nous avions prévu d'y passer la journée.  Résultat,  à la place de partir à 15h comme nous avions prévu,  notre wkend a été écourté et nous sommes partis à 9h car nous avions déjà rendu les clés du bungalow. Les enfants se réjouissaient de se baigner.  Je ne vous raconte pas la déception. Si on avait su, on aurait choisi un autre lieu pour passer le wkend.",Août 2021,Commentaire envoyé le 9 août 2021,davyCrockettRanch
Eric,4.0,France,Désastreux pour une nuit. Quel dommage !!!,,Il y avait des limaces dans la chambre parentale Le mitigeur de la douche de la chambre parentale fuyait et a goutté toute la nuit m'empêchant de dormir Le robinet de la cuisine fuyait egalement et projetait de l'eau partout sauf dans l'evier La terrasse mal entretenue glissait et etait dangereuse    pas nettoyée ni dégagée des feuilles et autres depuis longtemps,Août 2021,Commentaire envoyé le 9 août 2021,davyCrockettRanch
Laurent,6.0,Belgique,Agréable,Le cadre est top et d un calme mais fort petit pour 5…. Avoir sa voiture devant son cabanon est agreable,"Pas de sèche cheveux dans le logement. Serviettes de piscine en location Pas de kit de vaisselle ( produit, eponge..) payant Pas de moustiquaire au fenêtre Meubles forts abimes C etait le strict minimum Rideau de fenetre trop court et meme abimé",Août 2021,Commentaire envoyé le 8 août 2021,davyCrockettRanch
Léa,6.0,France,Un séjour en demi teinte,Nous avons apprécié le cadre et l'effet Disney à la réception et dans les espaces type piscine. Le personnel est adorable et la réception a été très à l'écoute de notre demande (lit parapluie dans la chambre enfant).,Le rapport qualité prix est très moyen. Pour une chambre à plus de 250€ la nuit la literie est très moyenne. Les sommiers sont en métal ils bougent beaucoup quand on se retourne. Le lit a grincé toute la nuit ... une nuit très désagréable... Par ailleurs la magie de Disney si présente par petite touches (papiers peints décoration carrelage...)  dans les autres hôtels Disneyland Paris est presque absente dans le bungalow c'est un peu tristounet.,Août 2021,Commentaire envoyé le 4 août 2021,davyCrockettRanch
Christophe,5.0,France,Passable,La piscine  La proximité du parc,Bungalow très sale( masque chirurgical usagé dans le bungalow) Attente interminable les jours de l’arrivée pour avoir les clés  Location des serviettes pour la piscine,Août 2021,Commentaire envoyé le 4 août 2021,davyCrockettRanch
Corinne,5.0,France,Passable,"L emplacement au milieu de la forêt, les équipements des chalets et le fait de pouvoir faire un barbecue. La piscine aussi !",Quand on est arrivé il y avait des cheveux dans le lavabo et une chaussette oubliée par l ancien locataire   Cela manquait vraiment de propreté,Juillet 2021,Commentaire envoyé le 3 août 2021,davyCrockettRanch
Elisa,1.0,Belgique,Mauvais,Le cadre,"il manquait un lit gigogne dans notre bungalow (normalement avec 6 lits et ici 5), les lits étaient peu confortables nous avons mal dormi! il manquait un sèche cheveux et le bungalow sentait vraiment mauvais.",Août 2021,Commentaire envoyé le 3 août 2021,davyCrockettRanch
Willemin,10.0,France,Parfait très bon qualité prix,,"Dommage que la piscine il n avais pas de température de l eau  affiche et manque de spa, hamma",Juillet 2021,Commentaire envoyé le 29 juillet 2021,davyCrockettRanch
Guillaume,2.0,France,Décevant,La gentillesse du personnel,Ménage qui laisse à désirer Insectes morts à différents endroits du bungalow  Pas d’eau chaude à notre arrivé car cumulus éteint Mobilier vetuste,Juillet 2021,Commentaire envoyé le 28 juillet 2021,davyCrockettRanch
Fabrice,1.0,France,Très peu agréable,La nature très verdoyante,La personnel très peu à l’écoute sauf Gérald (italien). Très peu de services disponibles dans l’hôtel et le problème épineux d’être véhiculé!,Juillet 2021,Commentaire envoyé le 27 juillet 2021,davyCrockettRanch
Michel,6.0,États-Unis,Agréable,Les 2 chambres,La literie très fatiguée et le petit déjeuner,Juillet 2021,Commentaire envoyé le 26 juillet 2021,davyCrockettRanch
Jedi33,10.0,France,Exceptionnel,La piscine. Le tennis 🎾,Beaucoup d'insectes dans le bungalow mais après tout on est dans la nature. Pas de sèche cheveux dans le bungalow.,Juillet 2021,Commentaire envoyé le 18 juillet 2021,davyCrockettRanch
Magali,5.0,France,Un peu décevant….,Joli cadre et très calme,"Bungalow loin de la réception et des activités. Pas de navette interne pour aider les personnes sans aucune mobilité et pas de navette pour le parc Disney.  Petit déjeuner à récupérer dans une autre zone donc pas trop pratique, pas de réservation possible ou de livraison. Surtout si enfants en bas âge qui dorment.  Restaurant avec le même menu (3 choix identiques) pendant 3 jours… Frais supplémentaire à prévoir avec taxi ou autres pour pouvoir se déplacer….",Juillet 2021,Commentaire envoyé le 17 juillet 2021,davyCrockettRanch
Sophie,4.0,France,Bon mais déçue,"La présence du barbecue, le confort des lits, la salle de bain dans la chambre parentale, et la piscine.","Bungalow vetuste ,présence de poussiere et toiles d araignées , odeur de renfermé, manque de modernité  Ça ne vaut pas le prix payé",Juillet 2021,Commentaire envoyé le 17 juillet 2021,davyCrockettRanch
Sandra,10.0,France,Calme et nature,"Le ranch est un endroit calme et reposant. La nature entoure le bungalow, nous avons même aperçu un sanglier. La piscine est celle que je préfère parmi les hôtels Disney.","Dommage qu'il n'y ait pas de personnages à voir, et que la ferme n'existe plus.",Juillet 2021,Commentaire envoyé le 16 juillet 2021,davyCrockettRanch
Amélie,1.0,France,très déçue,,Piscine hors service  Pas de volet ni rideau aux fenêtres des chambres Et surtout pas d'eau chaude pour se laver!,Juillet 2021,Commentaire envoyé le 14 juillet 2021,davyCrockettRanch
Edna,6.0,France,Mauvais rapport qualité / prix,"Mise à part la literie qui est très confortable, pas de cafetière nespresso comme promis, pas de produits nettoyants pour la vaisselle, lave vaisselle sans pastilles, tv qui ne marchait pas, qqun devait venir, personne. La piscine était inaccessible personne ne nous a prévenu","La signalisation dans le camp, il faisait nuit et pleuvait on s’est perdu",Juillet 2021,Commentaire envoyé le 14 juillet 2021,davyCrockettRanch
Laure,10.0,France,Exceptionnel,,Seul bémol pas de navette entre le parc et l'hôtel  Le reste était parfait...,Mars 2020,Commentaire envoyé le 3 mai 2020,davyCrockettRanch
Delphine,2.5,France,Une honte,Pour aimer quelque chose dans cet établissement il aurait fallu que je puisse y aller,"Disneyland paris ayant fermé ses portes le 14 mars 2020 et ayant réservé une nuit au Disney's Ranch Davy Crockett le 15 mars, je n'ai pas pu aller dans cet établissement et on me refuse un remboursement. Scandaleux...",Mars 2020,Commentaire envoyé le 18 mars 2020,davyCrockettRanch
Sylvie,10.0,France,Séjour en famille dans une structure très agréable,Bungalow très spacieux pour 6 adultes. Le confort d'avoir 2 salles de bain et 2wc. Le calme de l endroit et la proximité du parc . Piscine très agréable. Je conseille vraiment,,Mars 2020,Commentaire envoyé le 14 mars 2020,davyCrockettRanch
Ahlili,3.0,France,Assez médiocre,,On était 6 et un lit pas fait  On avait pas de draps pour celui si  On avait que 4 serviettes mais on était toujours 6.,Mars 2020,Commentaire envoyé le 13 mars 2020,davyCrockettRanch
Christophe,4.0,France,Décevant,L'amabilité des réceptionnistes.,"Bungalow vieillot, il manquait une paire de draps alors que le logement est prévu pour 6 personnes. C'est assez mal indiqué pour trouver le logement, éclairage de nuit est très insuffisant.",Mars 2020,Commentaire envoyé le 12 mars 2020,davyCrockettRanch
Nacera,5.0,France,Passable,,Les numéros des bungalows sont assez mal indiqués. L'éclairage pour nous conduire aux bungalows est défectueux. Le logement est vieillissant et aurait besoin d'un sacré coup de neuf.,Mars 2020,Commentaire envoyé le 12 mars 2020,davyCrockettRanch
Guillaume,9.6,France,Exceptionnel,"Super Hotel! Les bungalows sont très bien équipés, la literie est très confortable on y dort très bien. La piscine est très agréable pour un moment de détente en famille. Le personnel de l’établissement est charmant. Nous avons mangé au restaurant pour la première fois le buffet est très bon, c’est certes cher mais c’est Disney !!",,Février 2020,Commentaire envoyé le 9 mars 2020,davyCrockettRanch
Armellechoc,4.0,France,Décevant,"Le ménage en milieu de séjour, le lave vaisselle et la possibilité de faire ses repas.",J ai réservé un bungalow de 6 couchages pour 5 personnes. Mon mari ronfle et je voulais avoir une solution de repli et donc un lit de plus dans l autre chambre. Malheureusement nous avons eu la mauvais surprise de n'avoir que 5 couchages. L hôtel décide pour vous sans vous prévenir. Nous avons passe les 3 premiers jours a faire plusieurs réclamations concernant une chasse d eau qui coulait non stop et un coffre fort verrouillé avant d être enfin dépanne le 4eme jours en fin de journée. Pour finir le lit double est une véritable horreur il grince énormément et a chaque mouvement nous avions l impression d être sur un bateau qui allait s effondrer.,Mars 2020,Commentaire envoyé le 7 mars 2020,davyCrockettRanch
Christelle,5.0,France,Passable,proximité parcs disney,Mauvaise literie chambre parentale  Pas d’eau chaude,Mars 2020,Commentaire envoyé le 6 mars 2020,davyCrockettRanch
Maud,10.0,France,Exceptionnel,"La piscine, le personnel,la proximité avec disney,le restaurant avec son buffet à volonté.",Rien tout était parfait,Mars 2020,Commentaire envoyé le 6 mars 2020,davyCrockettRanch
Jeanmarc5000,10.0,Côte-d'Ivoire,Exceptionnel,"Le cadre naturel,  la piscine,  le bain à remous",,Mars 2020,Commentaire envoyé le 3 mars 2020,davyCrockettRanch
Emilie,5.0,France,Passable,,"Il n'y a pas de transport jusqu'à Disney parc, non précisé à la réservation, donc nous avons dû engager des frais de taxi non prévus",Mars 2020,Commentaire envoyé le 3 mars 2020,davyCrockettRanch
Mél,9.6,France,Parc aquatique super !,Le parc aquatique pour les enfants,"Rien, super location",Février 2020,Commentaire envoyé le 2 mars 2020,davyCrockettRanch
Mohssine,4.0,France,Décevant,,Eloignement du chalet.,Février 2020,Commentaire envoyé le 2 mars 2020,davyCrockettRanch
Laurent,4.0,Belgique,Superbe formule mais mauvaise literie.,Tout le reste.,"Qualité de la literie, nous n'avons pas fermé l'œil tellement nous avions mal au dos.",Mars 2020,Commentaire envoyé le 1 mars 2020,davyCrockettRanch
Cedric,2.5,France,C est un camping,,Je regrette vraiment l expérience la moindre des choses est de signalé que c est un Camping  et qu il faut être en voiture et Equipe pour cela. très mauvaise expérience surtout avec 2 enfants en plus aucun service à disposition cordialement  Changer de classification ce sera plus simple,Février 2020,Commentaire envoyé le 29 février 2020,davyCrockettRanch
Justine,10.0,France,Exceptionnel,Superbe hôtel lit super bien et calme,,Février 2020,Commentaire envoyé le 28 février 2020,davyCrockettRanch
Dori,10.0,France,Exceptionnel,"Le confort, la propreté, le personnel, le décors, le fait qu on peut faire le repas, les 2 salles de bain, les 2 chambres séparées",,Février 2020,Commentaire envoyé le 27 février 2020,davyCrockettRanch
Laetitia,10.0,France,Très bon séjour,"Bungalow bien équipé pour 6 personnes. Idéalement situé pour passer une journée à Disneyland, remise d'une carte donnant accès au parc une heure avant l'ouverture et  parking du parc gratuit.  La piscine est superbe, propre et bien chauffée.  Le personnel était très aimable aussi bien à la réception qu'à la piscine.  Je recommande cet hébergement !",Rien à part peut-être l'humidité et le manque d'éclairage de certaines allées menant au village mais ça n'a en rien gâché le séjour.  Un kit de nettoyage avec éponge et tablette pour le lave vaisselle en plus serait top.,Février 2020,Commentaire envoyé le 27 février 2020,davyCrockettRanch
Béatrice,10.0,France,Exceptionnel,Tout ... Lieu calme propre agréable.,Rien,Février 2020,Commentaire envoyé le 26 février 2020,davyCrockettRanch
Eksterowicz,5.0,Belgique,Passable,"Personnel très agréable, à l ecoute de vos problemes pour résoudre le problème le plus vite possible service rapide","J ai réserver un  bungalows prenuim pour 5 personnes  et nous avons reçu ds le bungalows pour 2 personne pas de machine expresso, d ou pas boisson chaude  frigo le bouton casser donc frigo et congélateur ne fonctionnais pas d ou la nourriture prise à la poubelle, question  personnel rien a dire  essayé de régler le problème au plus vite  mais payer un bungalows prenuim et ne pas avoir ce bungalows pas normal du tout en plus pour cinq perso nne et mettre 2 personnes. En plus j allais pour l anniversaires de ma fille donc un peu déçue cette fois",Février 2020,Commentaire envoyé le 26 février 2020,davyCrockettRanch
Miette&foin,3.0,France,Assez médiocre,La piscine et le restaurant sont bien. Les employés sont agréables et souriants.,"Le point très négatif du sejour etait le chalet. Pas d eau chaude suite problème de robinet, chauffage trop fort avec obligation d intervention de la maintenance, lattes du lit tombées, pas de cafetière alors que location d un cottage premium. Suite à cela changement de chalet et la, problème de ventilation qui souffle un grand début de froid dans les chambres. En résumé sur les 2 cottages premium loués les installations ne sont pas adaptées et nous n avons pas apprécié séjour de 3 jours et 2 nuits. Le personnel n a pas proposé son aide pour le transfert d un chalet à l autre et nous avons même dû nous rendre à la réception pou obtenir les clés du 2ieme chalet. Le personnel ne s est pas déplacé pour cela.",Février 2020,Commentaire envoyé le 26 février 2020,davyCrockettRanch
Cathy,10.0,France,Ravis du séjour,Le bungalow était très bien fait .nous avons adoré les 2 salle de bain,Rien car tout était parfait,Février 2020,Commentaire envoyé le 25 février 2020,davyCrockettRanch
Naima,5.0,France,cher pour ce que c est,"Loin de tout , nous n étions pas véhiculer.  ils fesaient froid la télé n avait qu une chaîne et la piscine été fermer.  déçu une nuit d hôtel à se prix, ça valait pas le coup",,Janvier 2020,Commentaire envoyé le 23 février 2020,davyCrockettRanch
Gaël,10.0,France,vacances sympas,La piscine extra le calme dans le parc la nature,Rien sejour parfait,Février 2020,Commentaire envoyé le 21 février 2020,davyCrockettRanch
Déolinda,10.0,France,Exceptionnel,"Tout, le bungalow, la piscine l'environnement du site.","Le bungalow était bien situé par rapport à la piscine, il est très confortable salle de bain pour les enfants et une pour les parents.",Février 2020,Commentaire envoyé le 16 février 2020,davyCrockettRanch
Wilfried,10.0,France,Exceptionnel,"Accueil respirant la joie et la bonne humeur,  que dire à part excellent sejour",,Février 2020,Commentaire envoyé le 10 février 2020,davyCrockettRanch
Magnin,10.0,France,Exceptionnel,Le personnel est super le logement bien équipé. Mon fils était malade fièvre mal à l’oreille j’ai téléphoné à la réception pour leur expliquer la situation il m’on mit directement en relation avec SOS médecin le pompier et le responsable se sont déplacés dans notre bingalow pour voir l’état de mon fils et 1h30 après le médecin de garde est arrivé.👍,,Février 2020,Commentaire envoyé le 10 février 2020,davyCrockettRanch
Anais,6.0,France,Agréable,calme super piscine,petit logement matelas peu confortable pas de service de ménage,Février 2020,Commentaire envoyé le 10 février 2020,davyCrockettRanch
Luana,5.0,France,A éviter,Grand bungalow  Très propre,Obligé d’avoir une voiture pour du rendre pas de navette depuis Disney  Bungalow très très loin de la piscine et de la réception  Problème d’impression de carte pour le petit déjeuner  Le petit déjeuner dois être récupéré le matin dans une cabane  Enfin bref très déçu de notre séjours!,Février 2020,Commentaire envoyé le 10 février 2020,davyCrockettRanch
Philippe,5.0,France,Parc aquatique fermé. Surprise à l'arrivée....,,piscine fermée. pas de solutions de remplacement. non mentionné lors de la réservation,Janvier 2020,Commentaire envoyé le 30 janvier 2020,davyCrockettRanch
Fatima,10.0,Belgique,Exceptionnel,Magnifique exilent prix,,Janvier 2020,Commentaire envoyé le 26 janvier 2020,davyCrockettRanch
