Prenom,Note,Pays,Titre,Positif,Négatif,Date séjour,Date commentaire,hotel
Alfonso,9.0,4,Inconnu,Le lieu Les équipements,Inconnu,23,Commentaire envoyé le 9 octobre 2021,5
Mohammed,8.0,44,Inconnu,"La zone de service est très belle, surtout la piscine, très amusante pour les enfants","La taille du logement est très petite et certaines exigences de base doivent être achetées, telles que du matériel de repassage, ainsi que des outils de nettoyage de cuisine.",19,Commentaire envoyé le 26 septembre 2021,5
Schwimmbeck,7.0,30,Inconnu,Le camp des bungalows est à l'extérieur du resort je pense que c'est une bonne chose Le camp est aussi calme.,"Le personnel était initialement antipathique. De plus, il n'y avait pas de médecin pour nous aider.",16,Commentaire envoyé le 24 septembre 2021,5
Pilar,8.0,4,Inconnu,Inconnu,le manque de gestion pour utiliser le jacuzzi,19,Commentaire envoyé le 19 septembre 2021,5
Koen,8.0,41,Inconnu,"Emplacement du parc, agréable et calme entre les bois et non loin des parcs Disney.","Éclairage de la passerelle à la réception, l'éclairage était cassé en plusieurs morceaux. Très difficile à voir dans le noir.",19,Commentaire envoyé le 18 septembre 2021,5
Rachel,7.0,41,Inconnu,Endroit calme mais proche du parc,La maison n'était pas très propre. Et le lit était un peu inconfortable,19,Commentaire envoyé le 12 septembre 2021,5
Yael,9.0,62,Inconnu,"Un bel endroit dans la nature, confortable pour la famille, une roulotte parfaitement équipée et distribuée.","Aucun matériel de nettoyage / outils n'est fourni, pas de moustiquaires aux fenêtres ... piscine froide",19,Commentaire envoyé le 5 septembre 2021,5
Idoia,8.0,4,Inconnu,Le logement est correct. Il est proche du parc pour aller en voiture. Le personnel est super sympa,Inconnu,16,Commentaire envoyé le 29 août 2021,5
Kristof,7.0,79,Inconnu,"Beau concept, pratique que la voiture puisse être garée juste devant la porte, climatisation dans le salon, wifi gratuit fort, cuisine et salle de bain double. Personnel très sympathique","Moisissure dans la douche et surtout les lits étaient mauvais, mauvais matelas et les lits grincent énormément",16,Commentaire envoyé le 28 août 2021,5
Diana,9.0,4,Inconnu,Le mieux c'est la piscine et le Village. Magie Disney ! Endroit parfait surtout avec des enfants,"Le restaurant habituel. La qualité prix n'en vaut pas la peine. Le nettoyage des chambres. Ce n'était pas impeccable, comme d'autres hôtels Disney.",16,Commentaire envoyé le 20 août 2021,5
Kim,7.0,79,Inconnu,"Hôtel magnifiquement situé dans la forêt avec une belle piscine, à moins de 10 minutes en voiture du parc Disney (Le stationnement au parc est gratuit sur présentation de votre pass hôtel. Vous économisez 30 euros / jour). Davy Crockett Ranch est pratique car vous pouvez mettre les enfants au lit tout en profitant de votre propre terrasse. Vous ne pouvez pas faire ça dans une chambre d'hôtel.",Les mobil-homes ont un besoin urgent d'être refaits à neuf. Tout est très obsolète. Vous pouvez vous attendre à plus de Disney. Notre table de terrasse était pourrie et effondrée (le directeur de l'hôtel a immédiatement remplacé la table et s'est excusé. Rien à redire.),16,Commentaire envoyé le 18 août 2021,5
Luna,8.0,79,Inconnu,"Belles maisons, équipées de tout pour vivre. Les lits sont durs et un peu plus petits. Terrasse avec canapé et barbecue. Piscine, boutique et aire de jeux à la réception.","Le petit déjeuner n'est pas beaucoup. Le personnel de la réception savait très peu de choses sur Disneyland. Au téléphone, il était garanti que je pouvais acheter des billets pour mes amis à l'hôtel, ce qui n'était pas possible. Ils ont ensuite appelé et le seul moyen de ne pas faire la queue pendant une heure était d'être dans le parc à 8 heures du matin, selon la dame de la réception. Mais… les portes de la voiture ne s'ouvraient qu'à 8 heures, donc au moment où nous sommes arrivés à la billetterie des studios, il y avait pas mal de monde.",13,Commentaire envoyé le 30 juillet 2021,5
Elena,9.0,90,Inconnu,"Le personnel est très courtois, les chambres sont très propres et calmes. Bien qu'elles ne soient pas très grandes, elles ont deux salles de bain et aller dans 4 était idéal. L'idée est celle du camping, mais avec tout le confort, c'est très amusant pour les enfants !La piscine est grande et dispose d'un beau toboggan !","Le sèche-cheveux est répertorié parmi les services disponibles, mais il n'est pas réellement dans la chambre, vous devez le demander à la réception en échange d'une caution, il doit être signalé pour que vous le sachiez et si c'est le cas, apportez-en un de chez vous pour plus de commodité .",13,Commentaire envoyé le 24 juillet 2021,5
Arjen,7.0,41,Inconnu,Très proche de Disneyland. Chalet spacieux. Belle piscine.,Lits un peu durs. Le personnel est généralement très sympathique à l'exception de 2 qui étaient extrêmement grincheux.,13,Commentaire envoyé le 18 juillet 2021,5
Tine,7.0,79,Inconnu,nettoyer suffisamment d'installations pour faire sa propre nourriture tout était bien marqué,le lit double était étroit,11,Commentaire envoyé le 3 juin 2020,5
Werner,8.0,41,Inconnu,"Idéal pour aller en famille, cuisine complète","Selon la description il y aurait un four, qui s'avère être un micro-onde",11,Commentaire envoyé le 12 mars 2020,5
Peggy,7.5,41,Inconnu,Emplacement,Mauvais matelas et mauvais petit déjeuner,26,Commentaire envoyé le 8 mars 2020,5
Ines,7.0,30,Inconnu,Le petit déjeuner était super,Quelque chose était cassé,26,Commentaire envoyé le 7 mars 2020,5
Marijn,6.7,41,Inconnu,L'hébergement est bien mais c'est aussi autorisé pour cet argent. Vous serez au parking du parc Disney en moins de 10 minutes,Inconnu,26,Commentaire envoyé le 2 mars 2020,5
Fatma,8.0,41,Inconnu,C'était grand et propre pour deux personnes. Grande salle de bain et tous les ustensiles de cuisine.,Inconnu,11,Commentaire envoyé le 1 mars 2020,5
Marco,9.0,41,Inconnu,"L'emplacement du parc Eur disney est parfait. Supermarché très cher et gamme très limitée. Pas de produits sans gluten disponibles en supermarché. Les produits sans gluten sont très limités sur le parc. Si l'un des enfants ne peut pas manger avec vous dans le parc, c'est dommage. Le village de Disney, en revanche, avait plusieurs restaurants parmi lesquels nous pouvions choisir. Planet Hollywood est fortement recommandé !","Les temps d'attente étaient très longs mais nous le savions. Malheureusement, au Crush Coaster, il n'y avait pas de laissez-passer rapide disponible et le temps d'attente était de 100 minutes et même les cavaliers seuls étaient de 80 minutes et cela pendant les trois jours où nous étions là-bas. Malheureusement, c'est la seule attraction que nous n'avons pas vue à cause de cela.",26,Commentaire envoyé le 29 février 2020,5
Natas,7.5,41,Inconnu,Emplacement et maison bien,Nous avions un enfant handicapé de douze ans avec des problèmes d'alimentation. Ce n'était pas négociable de prendre un menu enfant. Vraiment désolé. Pas flexible,26,Commentaire envoyé le 28 février 2020,5
Anoniem,8.8,41,Inconnu,"Proche de Disney, personnel très agréable.",La distance entre la maison et le centre était assez grande. Le lit double était petit et dur.,26,Commentaire envoyé le 28 février 2020,5
Tania,9.0,90,Inconnu,Le confort de l'établissement,Liste d'informations de la structure et des parcs connectés dans toutes les langues,26,Commentaire envoyé le 27 février 2020,5
Mauro,9.2,90,Inconnu,Belle expérience de dormir dans un bungalow super bien organisé au milieu d'une forêt,"Dommage, pour les aventuriers comme nous qui n'ont pas leur propre voiture, vous êtes obligés de vous déplacer en taxi car la structure ne propose pas de moyens tels qu'une navette aéroport ou une navette vers les Parcs Disney.",26,Commentaire envoyé le 23 février 2020,5
Debra,9.0,79,Inconnu,"Idéal pour se détendre, mais toujours à proximité du parc",Inconnu,26,Commentaire envoyé le 21 février 2020,5
Tamara,7.0,41,Inconnu,Les gîtes sont spacieux,Les prix au restaurant et la qualité de la nourriture,26,Commentaire envoyé le 18 février 2020,5
Franziska,6.7,30,Inconnu,Le personnel est très sympathique et courtois,"Les lits ne sont pas forcément très confortables. Si vous avez un lit double, ça va. Cependant, les lits simples demandent beaucoup de temps pour s'y habituer.",26,Commentaire envoyé le 13 février 2020,5
Steven,8.0,79,Inconnu,Emplacement par rapport à Paris et au Parc Disney en combinaison avec la piscine !,Le personnel de la piscine était très peu clair dans la communication.,26,Commentaire envoyé le 3 février 2020,5
Klaas,8.0,41,Inconnu,"Quand je vais à Disney, je réserve généralement une cabine avec Davy Crocket. Profitez de votre propre liberté et d'un peu de nature. Avec votre propre voiture devant la porte, vous étiez à Disney en 10 minutes.",pas encore rencontré quoi que ce soit.,3,Commentaire envoyé le 2 février 2020,5
Lucia,8.3,107,Inconnu,"Une petite roulotte, avec une cuisine, 2 salles de bain et une bonne structure. Proche des parcs Disney et accès à ceux-ci avant ouverture. Il y a un marché à côté de la réception et il y a aussi un restaurant.",Inconnu,24,Commentaire envoyé le 31 janvier 2020,5
Alexander,7.9,41,Inconnu,Les cottages sont pratiquement meublés et entièrement équipés. Le ranch est bien aménagé et la piscine est un must absolu. Le personnel est sympathique et axé sur le service.,"Vous pouvez remarquer que les maisons ont besoin d'un entretien (plus) régulier. La serrure de l'entrée de la première maison était cassée, la deuxième maison nous avons eu un court-circuit à deux reprises suite à un problème de climatisation.",24,Commentaire envoyé le 13 janvier 2020,5
Marcel,10.0,41,Inconnu,Environnement merveilleusement relaxant après une journée bien remplie à Disney. Vous vous sentez toujours le bienvenu.,Rien.,18,Commentaire envoyé le 9 janvier 2023,5
Ineke,5.0,41,Inconnu,Bien situé au parc Disney. Facilement accessible depuis la route principale. L'enregistrement le matin pour accéder à Disney s'est bien passé.,"Vous devez toujours récupérer physiquement la clé après votre visite à Disney. Les cabines sont un peu vieillottes. Table à manger bancale, drain fortement bouché dans la salle de bain, provoquant des fuites. Gouttière pleine de feuilles, dégoulinant juste à côté de la fenêtre de votre chambre. 5 serviettes (fines) pour 6 personnes pour 2 nuits. Le plus merveilleux était le son des oiseaux au milieu de la nuit. Pas très réaliste en fait. On dirait qu'ils jouent quelque chose.",18,Commentaire envoyé le 9 janvier 2023,5
Carla,10.0,4,Inconnu,La cabine est incroyable !!!! J'aime tout.,Inconnu,5,Commentaire envoyé le 8 janvier 2023,5
Guy,10.0,79,Inconnu,Piscine et personnel sympathique et serviable.,Beaucoup d'eau de condensation coulait des fenêtres au sol et de l'évier de la cuisine. Réfrigérateur trop petit pour 4 personnes.,18,Commentaire envoyé le 7 janvier 2023,5
José,6.0,41,Inconnu,Beau parc. Bonne atmosphère,"Lits cassés. Equipement, climatisation extraction, vaisselle incomplète.",18,Commentaire envoyé le 7 janvier 2023,5
Rene,6.0,41,Inconnu,Inconnu,le rapport qualité prix,18,Commentaire envoyé le 7 janvier 2023,5
Rodney,5.0,41,Inconnu,"à proximité de Disneyland Paris, à 5 minutes en voiture","les lits sont horribles, les ressorts du matelas vous font littéralement mal en vous réveillant de temps en temps. la piscine a de nouveau été fermée plus tôt avec une excuse.",18,Commentaire envoyé le 6 janvier 2023,5
Carola,5.0,41,Inconnu,Inconnu,"Le lit grinçait énormément, rien à voir avec le sommeil. Le sol craquait aussi beaucoup. Pas de tablette pour lave-vaisselle.",18,Commentaire envoyé le 3 janvier 2023,5
Gemma,10.0,4,Inconnu,"Je le recommande, idéal pour y aller en famille. Maisons spacieuses et confortables avec tous les ustensiles. Proche du parc Disney, comprend un parc pk gratuit.",Les chaînes espagnoles ne sont pas visibles. Seulement Disney et français,17,Commentaire envoyé le 2 janvier 2023,5
Gemma,10.0,4,Inconnu,"Des petites maisons spacieuses et confortables, avec tous les ustensiles et une bonne situation aussi bien pour aller à Disney que pour visiter Paris. Idéal si vous y allez en voiture et en famille. Entrez dans le PK gratuit pour Disney à 8min du parc, comme le reste des hôtels en bus.",Impossible de regarder les chaînes de télévision espagnoles. Uniquement les Disney et les français.,17,Commentaire envoyé le 2 janvier 2023,5
Kevin,10.0,79,Inconnu,Piscine,"Buffet. Je suis un mangeur difficile, c'est donc probablement une raison personnelle",17,Commentaire envoyé le 30 décembre 2022,5
Nina&family,10.0,4,Inconnu,"Super confortable, complet, chaud.",Rien,17,Commentaire envoyé le 16 décembre 2022,5
Francisco,5.0,4,Inconnu,Les installations et leur environnement,"L'attention que les intervenants portent aux clients est désastreuse, ils n'ont aucune empathie de leur part pour résoudre les incidents avec leurs clients.",17,Commentaire envoyé le 10 décembre 2022,5
Daniel,10.0,4,Inconnu,C'est un séjour très pratique pour les familles. Le bungalow permet plus d'espace et de plaisir à cuisiner. C'est vrai qu'il est plus éloigné que les autres hôtels Disney mais c'est à 8-9 min en voiture. Il a aussi le plus de la piscine.,Des files d'attente sont générées à la réception mais je ne pense pas que ce soit différent dans d'autres hôtels Disney,17,Commentaire envoyé le 9 décembre 2022,5
Daniel,2.0,4,Inconnu,proximité des loisirs,"lit cassé, salle de bain cassée, très mauvais oreiller",17,Commentaire envoyé le 8 décembre 2022,5
Foubert,10.0,79,Inconnu,Convivial Propre Endroit calme,Piscine,6,Commentaire envoyé le 27 novembre 2022,5
Foubert,10.0,79,Inconnu,"Accueil sympathique, maison propre.",Attendu plus de la piscine,6,Commentaire envoyé le 27 novembre 2022,5
Estela,10.0,4,Inconnu,"Cabine spacieuse avec deux chambres magnifiques, dans un lit double, dans 4 autres lits. 2 salles de bains parfaites, dans l'une d'elles un WC séparé. La cuisine parfaite. L'incroyable piscine pour passer l'après-midi après le parc. Devant la cabane vous pouvez poser 2 chocas tranquillement.","Pour mettre quelque chose, nous avons laissé les serviettes à l'extérieur comme indiqué pour qu'ils nous laissent des propres à l'intérieur et ils ne l'ont pas fait n'importe quel jour.",6,Commentaire envoyé le 26 novembre 2022,5
Robert,5.0,41,Inconnu,lieu,beauté du chalet,6,Commentaire envoyé le 21 novembre 2022,5
David,10.0,90,Inconnu,Une atmosphère immergée dans les bois qui vous emmène dans un monde enchanté.,Inconnu,6,Commentaire envoyé le 19 novembre 2022,5
Diana,10.0,4,Inconnu,"L'endroit est magnifique, emplacement magnifique, à 8 minutes de Disneyland. Lits super confortables, nous étions dans le trappeur et c'était un succès, propre et soigné !!",Pour dire quelque chose ... la personne qui gère le check-in n'était pas très sympathique.,6,Commentaire envoyé le 19 novembre 2022,5
Carp56,5.0,41,Inconnu,Chambre privée par rapport à un hôtel.,Espace dans la cabine. Très sombre sur la route principale vers la cabine.,6,Commentaire envoyé le 19 novembre 2022,5
Claudia,6.0,41,Inconnu,propre,"les lits ; surtout le lit double. petit et dur et si mon partenaire a déménagé, vous vous déplacez avec moi.",6,Commentaire envoyé le 17 novembre 2022,5
Willem,6.0,41,Inconnu,Alentours,Distance du parc disney,6,Commentaire envoyé le 16 novembre 2022,5
Pilar,6.0,4,Inconnu,A 15 minutes de Disney,"il faisait très froid, le chauffage n'était pas allumé. il n'y avait pas de sèche-cheveux",6,Commentaire envoyé le 15 novembre 2022,5
Rowan,6.0,41,Inconnu,Piscine et alentours / Ambiance vraiment disney,Le personnel n'était pas très sympathique,6,Commentaire envoyé le 14 novembre 2022,5
Elisabeth,4.0,4,Inconnu,"NOUS AVONS DÉJÀ SÉJOURNÉ ICI AVANT, ET IL NOUS AVAIT BEAUCOUP AIMÉ, EN RAISON DE SON EMPLACEMENT, IL EST À CÔTÉ DU PARC DISNEY EN VOITURE, VOUS AVEZ VOTRE BUNGALOW ÉQUIPÉ ( SURTOUT LE PREMIUM ) VOUS VOUS GAREZ À VOTRE PORTE, VOUS POUVEZ CUISINER ET ÉCONOMISER SUR LES REPAS EN PLEIN AIR, MES ENFANTS SONT PARTICULIERS À MANGER DONC IL EST SUPER POUR NOUS DE PRENDRE DE LA NOURRITURE ET DE PRENDRE LE PETIT DÉJEUNER ET LE DÎNER AU CALME APRÈS UNE LONGUE JOURNÉE À DISNEY, IL A UN RÉFRIGÉRATEUR AVEC CONGÉLATEUR POUR CONSERVER VOS NOURRITURE, CUISINE ET USTENSILES DE CUISINE, GRILLE-PAIN, MICRO ... LA PISCINE EST COOL, TRÈS GRANDE AVEC UN GRAND TOBOGGAN, ELLE EST IDÉALE POUR ÊTRE AVEC VOS TEMPS ET VOUS OFFRE BEAUCOUP D'INDÉPENDANCE","NOUS AVONS ÉTÉ DANS UN BUNGALOW PREMIUM LES JOURS PRÉCÉDENTS AVEC LES BILLETS, ET NOUS AVONS BESOIN D'UNE NUIT SUPPLÉMENTAIRE AVANT DE QUITTER LE VOYAGE, (NOUS L'AVONS OBTENU SUR RÉSERVATION) DONC LE BUNGALOW CHANGE, DEMANDEZ ICI À LA RÉCEPTION SI NOUS POUVONS RESTER DANS LE MÊME BUNGALOW, ET ON NOUS AVAIT DEMANDÉ PRESQUE CENT EUROS DE PLUS !, PARCE QUE C'EST LEUR POLITIQUE, MAIS IL FAUT DIRE QU'ILS AURAIENT ÉCONOMISÉ D'AVOIR À PRÉPARER UN AUTRE BUNGALOW, AU FINAL, COMPRÉHENSION. CHANGER D'UN NIVEAU A UN AUTRE IMPACTE SUR LA DISTANCE (AU FINAL CELA N'IMPORTE PAS) CAR SI VOUS ÊTES À LA FIN DU PREMIER BLOC, COMME L'ÉTAIT LE PREMIUM, IL Y A UNE DISTANCE IMPORTANTE À LA PISCINE ET QUAND IL FAIT FROID, NOUS ALLEZ AVEC LA VOITURE ET NOUS L'AVONS GARÉE DANS LE PARKING AL. CÔTÉ, LA CHOSE HORRIFIQUE À PROPOS DE LA CHAMBRE DE BASE, ÉTAIT QU'EN ENTRANT, JE NE SAIS PAS CE QU'ILS AVAIT NETTOYÉ MAIS IL SEMBLAIT TOUT CIRÉ, LE SOL ÉTAIT PANTOUFLE COMME UNE PATINOIRE, MÊME LES CHAISES EN BOIS, FATAL, LE CANAPÉ ÉTAIT ASSEZ Moche ET LE PIRE EST QUE MON FILS A OBTENU QUELQUE CHOSE, IL SEMBLAIT ÊTRE MORDU PAR UNE PUCE, CE N'ÉTAIT PLUS, MAIS C'ÉTAIT QUAND IL ÉTAIT SUR LE CANAPÉ, FAITES ATTENTION; DANS CE NIVEAU DE BUNGALOW IL N'Y A PAS DE SÈCHE-CHEVEUX !! , LA CAFETIÈRE EST UN FILTRE, CONTRAIREMENT À LA PREMIUM QUI A LES DEUX, UNE CAPSULE ET UN FILTRE (IMPORTANT, DANS LA PREMIUM ILS NOUS LAISSENT QUELQUES CAPSULES À UTILISER) ELLE CHANGE AUSSI LE THÈME DE LA CUISINE, DANS LA PREMIUM C'EST COMME UNE PLAQUE VITRO, ET LA PLAQUE DE BASE EST COMME UNE CUISINIÈRE À GARNITURE MAIS TOUT COMME VITRO (FONCTIONNE AUSSI BIEN) LE SÉJOUR PREMIUM ÉTAIT ENFIN BIEN MEILLEUR, MAIS LA DOUCHE DANS LA SALLE MARIAGE ÉTAIT AUSSI DÉCRIT, CE QUI ÉTAIT DÉGUSTANT, DONC CETTE FOIS L'EXPÉRIENCE DE PROPRETÉ À DAVID CROCKET RUNCH N'A PAS ÉTÉ AUSSI PARFAITE QUE LES ANNÉES PRÉCÉDENTES, ILS DEVRAIENT AMÉLIORER OU RÉNOVER LES INSTALLATIONS, LA PISCINE ÉTAIT TRÈS BIEN À NOTRE ARRIVÉE EN CE QUI CONCERNE LA TEMPÉRATURE, MAIS LE LENDEMAIN, NOUS AVONS GELÉ, UN AUTRE ASPECT IMPORTANT À PRENDRE EN COMPTE, PARCE QUE LE DÉSIR DE RE-ENTRER EST SUPPRIMÉ, LORSQUE VOUS VOYAGEZ PAR TEMPS PLUS FROID",6,Commentaire envoyé le 14 novembre 2022,5
Katrin,2.0,30,Inconnu,Difficile à trouver.,"Sale - mouche morte dans le lit, douche cassée, urine sur le siège des toilettes, toiles d'araignées aux fenêtres.",5,Commentaire envoyé le 4 novembre 2022,5
Lisbeth,5.0,26,Inconnu,"n'a pas pris de petit déjeuner, juste eu du pain et du beurre. Il n'y avait pas beaucoup de choix dans le magasin",Coûteux,6,Commentaire envoyé le 4 novembre 2022,5
Ineke,6.0,41,Inconnu,"En séjournant ici, vous n'avez pas à faire de réservation avec votre pass annuel Disney. Bons lits.",Je pense que le prix est élevé. Nous voulions nager le matin de notre arrivée. Il s'avère que la piscine n'ouvre pas avant 15h. J'en avais informé à l'avance. Cela ne semble donc pas possible.,5,Commentaire envoyé le 31 octobre 2022,5
Maik,3.0,30,Inconnu,L'emplacement dans la forêt était très agréable et calme. Le personnel est très gentil et l'établissement est magnifique.,"Malheureusement, la pire chambre que nous ayons eue en 20 ans. De la moisissure partout dans la salle de bain. Le sol de la terrasse est tellement pourri que nous avons percé. Des placards cassés et une drôle d'odeur. Si nous n'avions pas été là après la fête d'Halloween à 3 heures du matin, je me serais plaint immédiatement. Mais nous étions trop brisés pour cela. Dommage que nous étions si heureux.",5,Commentaire envoyé le 30 octobre 2022,5
Andre,5.0,108,Inconnu,"Très bon emplacement, très proche des parcs. Les logements sont acceptables, mais je m'attendais à beaucoup plus pour être Disney","La distance aux chambres est grande, si le visiteur est en voiture, cela fonctionne bien, mais si le visiteur est à pied, comme nous l'étions, c'est le chaos, car il fallait se promener dans le ranch avec 2 valises et porter le plus jeune, qui dormait. Il n'y a pas de véhicule hôtelier et pas d'assistance. En plus d'être un chemin super sombre et mal balisé. Le service n'est pas non plus comme prévu, l'anglais n'est pas clair et certains ne parlent même pas la langue. Une impression était qu'il y avait de la mauvaise humeur lorsqu'il a annoncé qu'il parlait anglais et non français.",5,Commentaire envoyé le 23 octobre 2022,5
Karaca,10.0,41,Inconnu,très soigné et propre,alles était parfait.,5,Commentaire envoyé le 23 octobre 2022,5
Monica,10.0,4,Inconnu,les lits sont fantastiques et juste assez pour se reposer,Inconnu,5,Commentaire envoyé le 16 octobre 2022,5
Ingrid,6.0,41,Inconnu,"Que vous aviez un endroit agréable après une journée à Disney où vous pouviez vous asseoir les uns avec les autres et un. Jouer à des jeux, discuter et manger ensemble à votre convenance","Les lits étaient très durs, et. On sentait énormément les 2 lit les ressorts alors que les gens n'étaient pas lourds De plus, il n'y avait pas de poêle pour faire frire de la viande ou un oeuf",5,Commentaire envoyé le 16 octobre 2022,5
Markus,6.0,61,Inconnu,"Cuisine Proximité du parking Disneyland directement en face de la ""chambre""","La télé ne fonctionnait pas Le wifi ne fonctionnait pas non plus Le chauffage électrique était soit trop chaud, soit trop froid",5,Commentaire envoyé le 13 octobre 2022,5
Stefan,6.0,30,Inconnu,1. Le magasin proposait une bonne sélection de produits d'épicerie. 2. Le personnel était surtout très sympathique.,1. Il y avait une grosse touffe de cheveux dans une serviette. 2. Seul un buffet à volonté était proposé au restaurant. 3. Le toboggan de la piscine était malheureusement fermé. 4. Le prix de l'hébergement est très élevé compte tenu de ce que vous obtenez pour cela.,5,Commentaire envoyé le 10 octobre 2022,5
Nicole,6.0,30,Inconnu,L'emplacement,"Les matelas. Malheureusement, il y a des informations erronées sur booking.com !",5,Commentaire envoyé le 8 octobre 2022,5
Ferzad,10.0,61,Inconnu,"Joie des enfants, détails personnels amicaux",Tout était en ordre,5,Commentaire envoyé le 6 octobre 2022,5
David,10.0,4,Inconnu,Piscine,Rien,20,Commentaire envoyé le 5 octobre 2022,5
Caro,10.0,79,Inconnu,"Très soigné, personnel très sympathique, piscine super agréable, cottages cosy. Tout est présent, comme les serviettes et les savons. Je vais certainement y retourner.","Pas de navette, mais si vous avez votre propre voiture, ce n'est pas un problème. Rien à redire Le lit grinçait un peu, mais ça va.",5,Commentaire envoyé le 5 octobre 2022,5
Eric,6.0,41,Inconnu,A proximité de Disneyland Paris,"mauvais lits, on sentait les ressorts à travers le matelas, et la 2ème salle de bain ressemblait beaucoup à une odeur d'égout",5,Commentaire envoyé le 5 octobre 2022,5
Marilena,5.0,61,Inconnu,Très propre et joliment meublé.,La seule chose qui n'était pas bonne était les lits. Ils ont craqué extrêmement.,5,Commentaire envoyé le 4 octobre 2022,5
Vicente,10.0,49,Inconnu,"L'emplacement est génial, la forêt où se trouvent les chalets est super ! Ma famille s'est beaucoup amusée",Inconnu,5,Commentaire envoyé le 4 octobre 2022,5
Yolanda,10.0,4,Inconnu,"la tranquillité, le confort, tout était très propre.","rien, je ne peux mettre aucun défaut.",20,Commentaire envoyé le 30 septembre 2022,5
Angelo,10.0,49,Inconnu,"personnel très aimable à la disposition du client, résidences bien insonorisées et isolées. immergé dans les bois il y avait vraiment tout, même un lave vaisselle",prises de courant un peu limitées dans les chambres.,20,Commentaire envoyé le 30 septembre 2022,5
Davy,6.0,79,Inconnu,L'accueil du personnel,"Les lits, inconfortables",20,Commentaire envoyé le 29 septembre 2022,5
Sonia,10.0,4,Inconnu,"Superbes cabines, avec deux salles de bain, à 10 minutes en voiture de Disney. Nous n'avons pas pu utiliser la piscine car nous sommes arrivés du parc très tard, dommage.",Rien,20,Commentaire envoyé le 29 septembre 2022,5
Tomás,5.0,20,Inconnu,"piscine, entrepôt",Petites cabines moches ... trop cher.,20,Commentaire envoyé le 27 septembre 2022,5
Balázs,10.0,102,Inconnu,Tout était fabuleux.,Un sèche-cheveux aurait été bien dans la chambre. La douche n'était pas remplie.,20,Commentaire envoyé le 27 septembre 2022,5
Sandra,10.0,4,Inconnu,"Tout est bon! Le bungalow parfait, il ne me manquait qu'un sèche-cheveux dans la salle de bain et une éponge à récurer. Mais avec le lave-vaisselle super. La piscine était un plus, nous l'avons utilisée 2 jours sur 3.",Inconnu,20,Commentaire envoyé le 26 septembre 2022,5
Jolanda,6.0,41,Inconnu,la piscine,les cottages n'étaient pas propres et les lits étaient mauvais,20,Commentaire envoyé le 25 septembre 2022,5
Hafida,6.0,4,Inconnu,Le paysage.,"La piscine était très froide, nous ne pouvions pas nager. Les chambres sentaient mauvais.",20,Commentaire envoyé le 22 septembre 2022,5
Jenifer,10.0,46,Inconnu,"Bungalows avec une bonne structure, avec 2 salles de bain, chambres séparées, super.","Température froide dans l'eau de la piscine, chambre assez éloignée de la piscine.",20,Commentaire envoyé le 22 septembre 2022,5
Beate,4.0,30,Inconnu,"Les maisons sont construites tout simplement en plastique, ce ne sont pas de vraies maisons en bois, à peu près tout est branlant, les lits sont assez durs, très, très étroits. Sur la photo, il semble seulement grand et stable, trop peu de serviettes et pas de serviettes ont été changés en deux jours","Les lits et matelas durs, l'étroit et le froid, pas d'isolation thermique en hiver, pas du tout adapté, le chauffage sent le feu après l'avoir allumé",20,Commentaire envoyé le 18 septembre 2022,5
Nina&family,10.0,4,Inconnu,"Les cabines, l'emplacement, les installations, le personnel",Rien,20,Commentaire envoyé le 17 septembre 2022,5
Sivan,10.0,62,Inconnu,Une excellente expérience en pleine nature pour toute la famille ,Inconnu,20,Commentaire envoyé le 15 septembre 2022,5
Ebtesam,6.0,82,Inconnu,Le service est large,Il n'y a pas de service de chambre et de transport vers Disney,20,Commentaire envoyé le 13 septembre 2022,5
